云米草本杀菌除味滤芯,天然草本活性因子，抑制异味，...,¥ 59
心想智能胶囊咖啡机,2种咖啡模式，独立热水功能，多...,¥ 799
云米互联网智能烟机Cross,风随火动，21m³/min大吸力，宽...,¥ 2299
云米互联网智能燃气灶,4200W大火力，230°宽频火力调节...,¥ 799
圈厨24L家用电烤箱,精准控温，循环热风，液晶显示...,¥ 299 直降
云米智能互联烟灶套装,烟灶相互联动，自动排风，火越...,¥ 2699 直降
便携式果蔬料理机,3款随行杯，三重连锁设计，点动...,¥ 179 直降
心想胶囊咖啡机,配套咖啡胶囊已上线，请搜索【...,¥ 499 起
圈厨多功能家用电火锅,360°环形加热，1500W大功率，食...,¥ 239
米家电水壶,快速沸腾，304不锈钢内胆，1.5...,¥ 99
米家恒温电水壶,快速沸腾，水温智能控制，三重...,¥ 199
米家IH电饭煲 3L,IH电磁环绕加热，3000+煮米方案...,¥ 399
米家IH电饭煲 4L,IH电磁环绕加热，大金PFA不粘锅...,¥ 599
米家压力IH电饭煲,压力IH加热技术，灰铸铁内胆,¥ 999
云米互联网洗碗机 8套嵌入式,脉冲洗涤，高温除菌，热风烘干...,¥ 2199 直降
圈厨家用小型绞肉机,高效切碎，双档可选，5重防护，...,¥ 109
米家电磁炉 白色,99挡微调控火，支持低温烹饪，...,¥ 299
name,desc,price
小米电视4A 32英寸,超窄边框/人工智能系统/海量片...,¥ 899 直降
小米电视4C 32英寸,人工智能系统/64位处理器/1GB+...,¥ 899 直降
小米电视4A 32英寸 体育版,金色超窄边框/超强PatchWall人...,¥ 899 直降
小米电视4S 32英寸,超窄边框/人工智能语音遥控/海...,¥ 1099
小米电视4A 40英寸,超窄边框/人工智能语音遥控/海...,¥ 1299 直降
小米电视4A 43英寸青春版,蓝牙语音遥控/海量片源/1G+8G大...,¥ 1499 直降
小米电视 4S 43英寸,真4K屏/人工智能语音/1GB+8GB ...,¥ 1799
小米电视4A 43英寸,人工智能语音/海量片源/2G+8G大...,¥ 1499 直降
小米电视4C 43英寸,超强PatchWall人工智能操作系统...,¥ 1499 直降
小米电视4A 43英寸体育版,金色超窄边框/超强PatchWall人...,¥ 1499 直降
小米电视4S 50英寸,枪灰色金属机身/超窄边框/4K超...,¥ 2399
小米电视4A 49英寸,人工智能语音/海量片源/2G+8G大...,¥ 1799 直降
小米电视4A 50英寸,4K超高清画质/4KHDR/人工智能语...,¥ 1999 直降
小米电视4C 50英寸,纤薄机身/超窄边钢琴烤漆/4K超...,¥ 1999 直降
小米电视4 49英寸,4.9mm超薄/无边框设计/4K超高清...,¥ 3399 直降
小米电视4A 55英寸,极致超窄边框/4K超高清/4KHDR/...,¥ 2499 直降
小米电视4 55英寸,4.9mm超薄/无边框设计/4K超高清...,¥ 3699 直降
小米电视4X 55英寸,4K HDR/超窄边/人工智能语音 /...,¥ 2499 直降
小米电视4S 55英寸曲面,4000R 黄金曲率 / 4KHDR /人工...,¥ 3299
小米电视4C 55英寸,纤薄机身/超窄边钢琴烤漆/4K超...,¥ 2499 直降
小米电视4C 55英寸 体育版,金色超窄边框/4K超高清/4KHDR/...,¥ 2499 直降
小米电视4S 55英寸,枪灰色金属机身/超窄边/4K超高...,¥ 2999
小米电视4 75英寸,11.4mm超薄机身/4K HDR 超高清...,¥ 8999
小米电视4A 65英寸,极致超窄边框/4K超高清/HDR/蓝...,¥ 3999 直降
小米盒子4,人工智能语音机顶盒 控制智能家...,¥ 299 直降
小米盒子4c,第四代小米盒子 存储、体验双升...,¥ 199 直降
小米盒子3c 黑色,4K超高清机顶盒，64位处理器，...,¥ 199 直降
小米盒子3s 黑色,4K超高清机顶盒，64位处理器，...,¥ 299 直降
小米盒子3 增强版,4K网络机顶盒，狠快狠快,¥ 399 直降
米家激光投影电视,超短焦，免布线，150英寸投影尺...,¥ 9999
米家投影仪,物理1080P分辨率/800ANSI流明真...,¥ 3999
极米H1S 家用智能投影,1080P分辨率 哈曼卡顿音响 110...,¥ 3699 直降
极米Z6 智能家用投影,1080P全高清/哈曼卡顿音响/密闭...,¥ 2788 直降
极米无屏电视H2 Slim,高清智能家庭投影仪家用无线WI...,¥ 3799 直降
极米New Z4 Air  商务便携投影...,便携手机投影仪家用3D无屏电视...,¥ 2289 直降
极米Z5家用智能投影,高清分辨率 1000流明 HDR画质补...,¥ 2999
峰米激光电视抗光屏 100英寸,激光电视专用抗光屏/100英寸,¥ 6899
艾洛维分体式智能投影Me2,无线充电 1100流明亮度 MIUI T...,¥ 4699
极米CC便携智能投影,小巧便携，多场景娱乐伴侣,¥ 2689 直降
imea儿童智能护眼投影仪,视力防护体系，儿童专属内容，...,¥ 1249 直降
小米小爱音箱mini,能听会说的人工智能音箱/3500万...,¥ 159 直降
小米电视音响,设计简洁时尚/声音真实动听[8个...,¥ 399
小米小钢炮蓝牙音箱2,极简设计，专业喇叭，约7小时续...,¥ 129
小米方盒子蓝牙音箱2,高清音质，轻巧便携，蓝牙4.2，...,¥ 129
小米AI音箱,"人机交互,听音乐,语音遥控家电...",¥ 299
小米随身蓝牙音箱,玲珑身材，不同凡响，轻巧随身...,¥ 69
小米蓝牙音箱,仅铅笔盒大小，近万首歌随身带,¥ 199
小米米兔音箱,天然萌的音乐小玩具，蓝牙4.0链...,¥ 99
雷石KTV专业无线麦克,高灵敏动圈麦头，三核DSP芯片，...,¥ 599
小米家庭影院,360°立体环绕声，支持卡拉OK，...,¥ 2099
山灵M0无损音乐播放器,"便携小巧，高清触摸屏,15h超长...",¥ 598
峰米快门式3D眼镜,高清画质，健康不眩晕/炫酷外观...,¥ 139
米家四位四控插线板（含3口USB...,四位分控 / 随用随开 / 满足更...,¥ 89
青米插线板（三孔位）,三位国标组合插线板，过载断电...,¥ 35 起
H-Stand 耳机支架,几何造型设计/稳定易放置/坚固...,¥ 69
小米运动蓝牙耳机,IPX生活级防水，7小时播放，防...,¥ 129 直降
小米运动蓝牙耳机mini,快速唤醒小爱语音助手，IPX4级...,¥ 169
咕咚智能心率耳机Quiet,实时心率 / 舒适降噪 / 醇厚音...,¥ 299
小米蓝牙项圈耳机,项圈式设计/轻量化亲肤材质/ap...,¥ 299
QCY迷你蓝牙耳机,舒适佩戴，微型机身，轻巧重量...,¥ 49 直降
小米活塞耳机 清新版,铝合金音腔，第三代平衡阻尼系...,¥ 29
小米头戴式蓝牙耳机,4.1蓝牙技术/aptX 无损传输/40...,¥ 299
COOWOO车载蓝牙耳机,耳机车充二合一，自动接听，高...,¥ 129
1MORE 好声音入耳式耳机,智能线控，双共振腔震撼低音，...,¥ 129
1MORE iBfree蓝牙耳机,炫彩型动，乐享自由，高清而逼...,¥ 249
1MORE运动蓝牙耳机,聆听自由，随型跃动，享受CD级...,¥ 399
小米游戏耳机,7.1虚拟环绕立体声引擎／LED 炫...,¥ 349
小米圈铁耳机2,全面升级，让声音更有质感，高...,¥ 99
H-Stand 耳机支架,几何造型设计/稳定易放置/坚固...,¥ 69
小米圈铁耳机Pro,双动圈+动铁，三单元发声，均衡...,¥ 149
小米降噪耳机,双动圈+动铁声学架构 / 独创降...,¥ 299
小米双单元半入耳式耳机,半入耳式舒适佩戴 / 动圈+陶瓷...,¥ 69
小米蓝牙耳机青春版,蓝牙4.1连接，高清通话音质，6...,¥ 59
小米头戴式耳机 轻松版,洁净外观设计，封闭式音腔，舒...,¥ 199
小米降噪耳机Type-C版,USB Type-C 接口,¥ 299
小米头戴式耳机,石墨烯发声振膜，被动低频辐射...,¥ 499
1MORE胶囊圈铁耳机,四次格莱美奖音乐大师定调,¥ 499
1MORE Spearhead VR电竞头戴式...,7.1 虚拟环绕立体声系统/50mm ...,¥ 699
1MORE 三单元圈铁耳机,Hi-Res Audio认证，单动圈+双动...,¥ 599
1MORE 四单元圈铁耳机,【新品】动铁三单元+单动圈结构...,¥ 1299
name,desc,price
米家智能家庭礼品装,超值套装，别出心裁之礼。,¥ 329
Aqara智能卧室套装,一键控制灯和电器,¥ 779
小米米家智能摄像机,1080P全高清画质 ／ 130度超广...,¥ 129
唯码机电一体智能锁芯,机械+芯片双重认证，钥匙分人管...,¥ 399
小米米家智能摄像机云台版,1080P高清画质，360° 云台视角...,¥ 199
榉树智能指纹锁-安全转盘版,活体指纹识别，安全密码转盘，...,¥ 1599
小方智能摄像机1S,红外夜视，延时摄影，手机直连...,¥ 99
夏洛克智能贴锁,免拆锁一贴即用，App近程开关锁,¥ 399
鹿客智能指纹锁Classic,活体指纹识别，隐藏式设计，联...,¥ 1699
米家智能摄像机云台版,全方位侦测，守护家的每一面,¥ 199
米家小白智能摄像机,自带AI系统，语音控制家中设备...,¥ 399
米家智能摄像机,1080P全高清，分区分级智能侦测...,¥ 199
大方智能摄像机,1080P高清双云台,¥ 149
小方智能摄像机,1080P分辨率，红外夜视，延时摄...,¥ 99 直降
米家门窗传感器,让家中每扇门窗都能智能感知,¥ 49
小白智能摄像机大众版,高清看护，红外夜视，双向对讲...,¥ 99 直降
天然气报警器,"公安部认证,远程报警,联动排风...",¥ 199
烟雾报警器,CCCF认证，远程报警，渐进音报...,¥ 149
小方智能摄像机2只装,两台小方智能摄像机组合使用，...,¥ 258
Aqara魔方控制器,6种控制动作，智能联动控制，精...,¥ 79
Aqara无线开关（升级版）,自定义开关智能设备，以一当四...,¥ 79
Aqara空调伴侣（升级版）,App远程控制，智能插座模式，智...,¥ 199
Aqara窗帘电机（ZigBee开合帘版...,一键开关窗帘，定时设置，联动...,¥ 599 起
米家蓝牙温湿度计,可联动智能设备自动控制空调和...,¥ 69
Aqara水浸传感器,同步报警，联动关闭,¥ 99
米家多功能网关,网络电台直播，1600万色夜灯，...,¥ 149
Aqara人体传感器,识别移动，增加光照度感应。,¥ 89
米家人体传感器,探测人体移动，多种摆放方式，...,¥ 59
Aqara温湿度传感器,比第一代增加了气压监测！,¥ 79
米家温湿度传感器,智能电器联动，温湿度异常提醒...,¥ 49
米家空调伴侣,自带网关功能，远程控制，功率...,¥ 169
小米万能遥控器,一键控制多个红外遥控器家电,¥ 79
米家PM2.5检测仪,高精度激光传感器，一体黑OLED...,¥ 399
小米路由器4Q,MiNET 一键快连智能设备 ／ 高...,¥ 99
小米路由器4,光纤级千兆智能路由器，MiNet一...,¥ 199
小米路由器Pro,金属机身，4x4全向性天线，支持...,¥ 499
小米路由器3,全新四天线设计，更快更强,¥ 149
小米WiFi电力猫,有插座的地方，就有WiFi,¥ 249
小米WiFi放大器Pro,轻松扩展WiFi信号,¥ 79
ZMI随身路由器,三网通用，7800mAh大电量可当移...,¥ 349
小米路由器HD,内置硬盘，金属机身，4x4全向性...,¥ 1299 起
小米WIFI电力猫（白色单只版）,有插座的地方就有wifi,¥ 169
小米WiFi放大器 2,速率翻倍，配对简单，覆盖更广...,¥ 49
小米路由器3c,四天线设计，信号更强，覆盖更广,¥ 99
小米路由器 3G,双核双千兆，光纤级旗舰路由器,¥ 249
小米路由器 3A,高增益4天线 安全防蹭网,¥ 139
米家插线板,儿童安全保护门 / 极简纤巧设计...,¥ 24 起 直降
米家四位四控插线板（含3口USB...,四位分控 / 随用随开 / 满足更...,¥ 89
米家智能插座增强版,双USB接口、远程控制、定时开关...,¥ 79
Aqara智能墙壁开关,轻松升级，无需更换原有灯具即...,¥ 139 起
Aqara智能无线开关,搭配网关，自定义控制家庭智能...,¥ 89 起
米家无线开关,迷你轻巧，智能控制设备，高品...,¥ 39
米家智能插座 基础版,手机远程控制，让普通电器变智...,¥ 59
米家智能插座(ZigBee版),功率检测，电量统计，过载保护...,¥ 69
Aqara智能墙壁插座,定时开关，电量统计，独立安全...,¥ 149
青米插线板（三孔位）,三位国标组合插线板，过载断电...,¥ 35 起
青米智能插线板（5位国标组合插...,远程智动，自动核算电费，定时...,¥ 89
青米智能插线板（含3口USB 2A快...,含3个USB 5V2A快充接口 / 远程...,¥ 99
米家插线板6位基础版（含3口US...,新国标1mm²线材，3个USB充电口...,¥ 79
米家智能插线板,远程控制 定时开关 智能省电,¥ 69
计客超级魔方,边玩边学会，App实时同步，六轴...,¥ 149
极印手机照片打印机专用相纸（...,一体式设计，日本原装相纸，持...,¥ 109
猫盘 共享智能硬盘 2TB,多人共用，个人私密空间，本地...,¥ 799
魔芋AI翻译机,微软翻译引擎，14种语言互译，...,¥ 239 直降
猫盘 共享智能硬盘 1TB,随时随地保存和查看文件，专属...,¥ 499
极印手机照片打印机,AR照片，1670万色，蓝牙打印，...,¥ 499
飞智黑武士X8pro游戏手柄,瞄得准压枪稳,¥ 199
Populele智能尤克里里 猫咪款,创新设计，猫咪造型，至臻品质...,¥ 499
小米VR眼镜,内置独立运动传感器，硬件级加...,¥ 299
小米无人机4K版套装,"高精度三轴云台,4KM高清图传,双...",¥ 2999
Populele智能尤克里里 U1,游戏闯关，跟灯弹奏，随性弹唱...,¥ 499
小米VR眼镜PLAY2,舞龙布新材质，开放式手机舱，...,¥ 99
花花草草监测仪,光温水肥全面监测，手机植物数...,¥ 49
小米水质TDS检测笔,准确检测家中水质纯度,¥ 39
小米无人机无线连接器,"一插即用,更便捷,更稳定",¥ 69
小米无人机电池（零售版）,"5100mAh大电量,抽屉式电池,8重...",¥ 499
小米无人机快拆式螺旋桨4K版,"ARA-D 航空专用螺旋桨翼型,易上...",¥ 49
小米无人机保护架,"专为小米无人机设计,有效保护螺...",¥ 39
小米无人机配件,小米无人机电池、螺旋桨、保护架,¥ 39
小默AI相机,自拍全身照，合影不求人，智能...,¥ 399
MADV Mini 全景相机,打开你的全新摄影世界,¥ 599
米家全景相机套装,2388万有效像素，3.5K视频录制...,¥ 1699
米家小相机,超大广角，6轴电子防抖，小巧便...,¥ 699
小蚁微单相机M1标准变焦套机,多模式选择，易操作的高画质微...,¥ 2199
小蚁微单相机M1双头装,标准+人像双镜头，即时分享， ...,¥ 2999
米家小相机手持云台,流畅稳定，动静自如！,¥ 699
米家小相机自拍杆,独立式蓝牙遥控器，集自拍杆、...,¥ 89
小蚁微单相机M1双镜头套机（皓...,稀缺白色，姗姗来迟，优雅上线。,¥ 2999
小蚁微单相机M1,多模式选择，易操作的高画质微...,¥ 2199
小米云台相机,与九号平衡车Plus完美适配,¥ 1499
米家小相机防水壳,IP68级防水，无惧环境挑战！,¥ 99
米家小相机 电池,体积小巧，1450mAh 大容量,¥ 49
小蚁人像微距二合一镜头,超大光圈，人像微距全搞定，兼...,¥ 998
米家手持手机云台,延时摄影/智能跟随/持久续航/三...,¥ 599
小米手环3,微信、QQ来电等消息内容直接显...,¥ 169
TicWatch Pro智能手表,谷歌原生系统，30天续航，支付...,¥ 1499
Amazfit智能运动手表2,水 ，铁人三项 ，最大摄氧量评...,¥ 999
Amazfit Cor手环（猎豹黑）,你所期待的来了！,¥ 299
Amazfit Cor手环（海豚灰）,时尚新宠儿,¥ 329
Amazfit 运动手表,蓝牙听歌，GPS 实时轨迹，运动...,¥ 799
小米手环2 黑色,看得见的时刻和你的每一步,¥ 149
手环2腕带套装,炫彩动感每一天！（包含小米手...,¥ 163 直降
TicWatch E 智能手表,全能穿戴新焦点,¥ 1199
Amazfit手环,精确睡眠管理，智慧震动闹钟，...,¥ 199 直降
小米手环2腕带,亲肤透气，舒适佩戴，防丢设计,¥ 19 直降
小米手环2专用充电器,镀金充电触点，安全无毒TPE材质...,¥ 9 直降
小米手环3专用充电线,方便携带 / 专用充电线,¥ 9 直降
手环2腕带套装,炫彩动感每一天！（包含小米手...,¥ 163 直降
Amazfit 运动手表,蓝牙听歌，GPS 实时轨迹，运动...,¥ 799
小米手环2 黑色,看得见的时刻和你的每一步,¥ 149
小米手环2腕带,亲肤透气，舒适佩戴，防丢设计,¥ 19 直降
小米手环2专用充电器,镀金充电触点，安全无毒TPE材质...,¥ 9 直降
Amazfit手环,精确睡眠管理，智慧震动闹钟，...,¥ 199 直降
name,desc,price
小米平板4,单手可握的8.0''屏幕 / 骁龙66...,¥ 1099 起
小米游戏本15.6英寸,性能怪兽/[冷酷]散热系统/一链...,¥ 5999 起
"小米笔记本Air  12.5""  M3  4G...",轻薄全金属机身 / 超长续航，支...,¥ 3999
"小米笔记本Air  12.5""  128G...",轻薄全金属机身 / 超长续航，支...,¥ 3599
小米笔记本Pro15.6'' i7 16G,i7-8550U 16G 256GSSD MX150 2...,¥ 6999
小米笔记本Pro15.6'' i5 8G,i5-8250U/8G MX150 2G独显/256...,¥ 5599
"小米笔记本Air13.3"" 四核",四核增强版 /带独立显卡的轻薄...,¥ 4999 起
"小米笔记本Air13.3"" 独显 i5版...",NVIDIA MX150 2G独显 / 轻薄全...,¥ 5199
"小米笔记本Air13.3"" 独显 i7版...",NVIDIA MX150 2G独显 / 轻薄全...,¥ 5999
"小米笔记本Air13.3"" 集显 8G版...",256GB SSD / 第七代 Intel 酷睿...,¥ 4999
米物智能鼠标垫,支持Qi无线充电 适用小米MIX 2...,¥ 249
L-Stand笔记本电脑支架,高效散热/简约设计/稳固支撑/改...,¥ 49
VH“悠”便携式手持风扇,7羽叶设计/无刷马达/小巧便携/...,¥ 49
Spider 显示器支架,优化空间/一体成型/超强承重/极...,¥ 168 起 直降
手机及平板桌面支架,稳固不摇晃，优质航空铝材，释...,¥ 39
Edin笔记本立式支架,铝合金材质/宽度可调/蜂窝式硅...,¥ 199 直降
笔记本电脑支架,人体工学设计，合理视角，稳固...,¥ 129
VH “羽”USB双叶风扇,智能触控开关，二档调节，灵活...,¥ 68
小米电源线收纳盒,防尘，绝缘，插线板专用，桌面...,¥ 49
VH“及”无线充电器,安全快充，支持QC/QI，强大兼容,¥ 89 起
米家插线板,儿童安全保护门 / 极简纤巧设计...,¥ 24 起 直降
米家二位转换器,双国标组合插孔 / 双USB充电口...,¥ 19 起 直降
青米插线板（三孔位）,三位国标组合插线板，过载断电...,¥ 35 起
青米智能插线板（5位国标组合插...,远程智动，自动核算电费，定时...,¥ 89
青米智能插线板（含3口USB 2A快...,含3个USB 5V2A快充接口 / 远程...,¥ 99
米家插线板6位基础版（含3口US...,新国标1mm²线材，3个USB充电口...,¥ 79
米家四位四控插线板（含3口USB...,四位分控 / 随用随开 / 满足更...,¥ 89
米家智能插线板,远程控制 定时开关 智能省电,¥ 69
小米插线板 5孔位,插线板中的的艺术品，安全可靠,¥ 39
小米插线板（含3口USB 2A快充）,"3个USB充电口,支持2A快充",¥ 49
小米游戏鼠标,有线or无线双模切换/7200DPI光...,¥ 249
米物智能鼠标垫,支持Qi无线充电 适用小米MIX 2...,¥ 249
炽魂游戏机械键盘,Cherry MX机械轴，Backlit动态...,¥ 599 直降
全景光效专业电竞鼠标,欧姆龙游戏微动，12000DPI ，约...,¥ 499
指思智能指纹鼠标,微软安全认证，快速识别，高识...,¥ 249
米物电竞鼠标垫,竞赛级PC表面 / 吸盘式橡胶底垫...,¥ 49
小米无线鼠标青春版,握感舒适/轻巧省力/材质安全/1...,¥ 49
小米便携鼠标,阳极氧化铝合金外壳+ABS材质 /...,¥ 94 直降
小米无线鼠标,2.4G，高速传输，1200dpi精准定...,¥ 64 直降
流彩光效专业电竞鼠标,7200DPI / 专业游戏微动 / 约1...,¥ 349
悦米机械键盘,87键，铝合金机身，TTC红轴，简...,¥ 269 直降
悦米机械键盘Pro,铝合金CNC精密机身，Cherry红轴...,¥ 699
悦米机械键盘Pro静音版,CNC全铝机身，精致由内到外 ／...,¥ 599
小米超大防水鼠标垫,超大尺寸，功能升级,¥ 34 直降
小米金属鼠标垫,简约、纤薄、时尚 / 航空铝合金...,¥ 49 起
多口USB电源适配器,五口快充，可为笔记本充电，告...,¥ 169
青米3口USB电源适配器,3口USB，2A安全充电，多重保护,¥ 49
ZMI 无线充电器（套装版）,包含适配器、数据线 / 多协议快...,¥ 129
USB-C至VGA 千兆网口多功能转接...,多功能五口合一 / 2K@60Hz高清...,¥ 169 直降
USB-C至Mini DisplayPort多功能...,4K/60Hz 超高清输出，USB-C PD...,¥ 149
USB-C至HDMI多功能转接器,一举多得的转接器，让你的笔记...,¥ 129 直降
USB3.0至千兆网口多功能转接器,以一敌四 / 高效办公好搭档,¥ 129
小米 Type-C to AUDIO转接线...,优质材质 ／ 精湛工艺 ／ 轻巧...,¥ 9 直降
小米USB-C电源适配器（65W）,多协议快充/可折叠插脚,¥ 129
小米USB充电器36W 快充版（2口...,双USB输出接口 / 支持QC3.0快充...,¥ 59
小米USB充电器快充版（18W） 白...,支持苹果/安卓 美观耐用,¥ 29 直降
小米USB充电器60W快充版（6口）,6口输出 / USB-C输出接口 / 支...,¥ 129
小米USB充电器（10W） 白色,美观精致  小巧便携,¥ 19 直降
小米无线充电器,快速充电 / 轻巧便携 / 智能安...,¥ 99
小米USB充电器（4口）,4个USB口，2A快充，多重安保,¥ 59 直降
小米USB充电器（2口）,兼容 QC 3.0 的双口充电器/ 快...,¥ 39 直降
小米 USB-C 电源适配器 45W,PD2.0 协议 / 精致小巧 / 可为...,¥ 94 直降
凯芙拉编织苹果数据线,MFI认证，花色编织，凯芙拉抗拉...,¥ 49
早风三合一数据线,超多设备支持 苹果官方MFi认证...,¥ 59
早风二合一数据线,苹果MFi认证，出行携带方便，强...,¥ 39
ZMI USB-C编织线,耐磨编织线，夜视灯光，便携扎...,¥ 24.9 起
小米TYPE-C快速充电数据线,正反插拔 ，1200mm线长， 支持...,¥ 16 直降
小米二合一数据线30cm,Type-C / Micro USB / 支持快充...,¥ 19 直降
ZMI苹果编织线,MFi认证 / 磁吸配件 / 适用于苹...,¥ 49 直降
ZMI USB-C 光环编织数据线,耐磨编织线 / 夜视光环 / 磁吸...,¥ 29 直降
小米USB-C数据线 编织线版,高强度纤维编织线体 / 一体化接...,¥ 19.9
name,desc,price
小米Max3,"6.9""全面屏，5500mAh大电量，支...",¥ 1699 起
小米8,双频GPS / 骁龙845处理器 / 红...,¥ 2699 起
小米8 SE,骁龙710处理器 / AI 超感光双摄...,¥ 1799 起
小米MIX 2S,骁龙845 旗舰处理器 / AI 超感...,¥ 3199 起 直降
小米6X,前后2000万像素 / 骁龙660处理...,¥ 1599 起
黑鲨游戏手机,骁龙845旗舰处理器 / 液冷散热...,¥ 2999 起
小米MIX2,四曲面陶瓷机身 / 骁龙835处理...,¥ 2599 起 直降
小米Max 2,6.44''大屏 5300mAh大电量 支持...,¥ 999 起 直降
小米MIX2 Unibody全陶瓷,Unibody全陶瓷机身 / 骁龙835处...,¥ 3199 直降
红米6 Pro,"5.84""全面屏 / AI双摄 / 骁龙6...",¥ 999 起
红米6,后置1200万 AI双摄 / 12nm八核...,¥ 799 起
红米6A,"12nm高性能处理器 / 5.45"" 小巧...",¥ 599 起
红米Note 5,4000mAh大电量 支持快充 / 人脸...,¥ 999 起 直降
红米S2,"""小爱同学""语音助理 / 5.99"" 1...",¥ 999 起
红米5 Plus,"5.99"" 18:9全面屏 / 4000mAh大...",¥ 899 起 直降
红米5,"5.7""18:9全面屏 / 3300mAh大电...",¥ 799 起
name,desc,price
VH“悠”便携式手持风扇,7羽叶设计/无刷马达/小巧便携/...,¥ 49
米物智能鼠标垫,支持Qi无线充电 适用小米MIX 2...,¥ 249
TITA临时停车牌,号码随心换/可隐藏设计/软性硅...,¥ 39
傲风有品定制电竞椅,加厚海绵坐垫 四级防爆气压杆 ...,¥ 999
L-Stand笔记本电脑支架,高效散热/简约设计/稳固支撑/改...,¥ 49
米物电竞鼠标垫,竞赛级PC表面 / 吸盘式橡胶底垫...,¥ 49
手机及平板桌面支架,稳固不摇晃，优质航空铝材，释...,¥ 39
指思智能指纹鼠标,微软安全认证，快速识别，高识...,¥ 249
笔记本电脑支架,人体工学设计，合理视角，稳固...,¥ 129
Spider 显示器支架,优化空间/一体成型/超强承重/极...,¥ 168 起 直降
H-Stand 耳机支架,几何造型设计/稳定易放置/坚固...,¥ 69
Edin笔记本立式支架,铝合金材质/宽度可调/蜂窝式硅...,¥ 199 直降
VH “羽”USB双叶风扇,智能触控开关，二档调节，灵活...,¥ 68
悦米机械键盘Pro静音版,CNC全铝机身，精致由内到外 ／...,¥ 599
悦米机械键盘,87键，铝合金机身，TTC红轴，简...,¥ 269 直降
悦米机械键盘Pro,铝合金CNC精密机身，Cherry红轴...,¥ 699
临时停车牌,磁吸数字贴片/分隔符设计/专用...,¥ 49
小米无线鼠标青春版,握感舒适/轻巧省力/材质安全/1...,¥ 49
小米无线鼠标,2.4G，高速传输，1200dpi精准定...,¥ 64 直降
小米便携鼠标,阳极氧化铝合金外壳+ABS材质 /...,¥ 94 直降
小米超大防水鼠标垫,超大尺寸，功能升级,¥ 34 直降
小米金属鼠标垫,简约、纤薄、时尚 / 航空铝合金...,¥ 49 起
小米电源线收纳盒,防尘，绝缘，插线板专用，桌面...,¥ 49
小米 USB-C 电源适配器 45W,PD2.0 协议 / 精致小巧 / 可为...,¥ 94 直降
小米USB充电器60W快充版（6口）,6口输出 / USB-C输出接口 / 支...,¥ 129
米物智能鼠标垫,支持Qi无线充电 适用小米MIX 2...,¥ 249
ZMI 无线充电器（套装版）,包含适配器、数据线 / 多协议快...,¥ 129
车载磁吸手机支架,稳固防滑，磁力吸附，360度旋转,¥ 49
早风三合一数据线,超多设备支持 苹果官方MFi认证...,¥ 59
ZMI USB-C编织线,耐磨编织线，夜视灯光，便携扎...,¥ 24.9 起
凯芙拉编织苹果数据线,MFI认证，花色编织，凯芙拉抗拉...,¥ 49
米家手持手机云台,延时摄影/智能跟随/持久续航/三...,¥ 599
手机及平板桌面支架,稳固不摇晃，优质航空铝材，释...,¥ 39
早风二合一数据线,苹果MFi认证，出行携带方便，强...,¥ 39
VH“及”无线充电器,安全快充，支持QC/QI，强大兼容,¥ 89 起
iPhone超薄空气保护壳（双色装）,360°全包裹，超轻超薄，磨砂质感,¥ 29
液态硅胶磁吸苹果手机壳,适用于iPhone 6/6s/7， iphone...,¥ 69 起
iPhone X液态硅胶保护壳,丝滑般手感/高档超纤里料/防摔...,¥ 69
小米无线充电器,快速充电 / 轻巧便携 / 智能安...,¥ 99
iPhone防蓝光钢化玻璃膜,适用于iPhone 6/6s/7/8 iPhone...,¥ 29 起
iPhone高清钢化玻璃膜,适用于iPhone 6/6s/7/8 iPhone...,¥ 19
小米USB充电器快充版（18W） 白...,支持苹果/安卓 美观耐用,¥ 29 直降
小米USB充电器（10W） 白色,美观精致  小巧便携,¥ 19 直降
小米USB充电器（4口）,4个USB口，2A快充，多重安保,¥ 59 直降
小米USB充电器（2口）,兼容 QC 3.0 的双口充电器/ 快...,¥ 39 直降
小米 USB-C 电源适配器 45W,PD2.0 协议 / 精致小巧 / 可为...,¥ 94 直降
悦米自拍补光灯,均匀补光/三级调光/极简设计/贴...,¥ 29
手机防水袋,封闭防水 / 可触屏可拍照 / 高...,¥ 29
小米二合一数据线30cm,Type-C / Micro USB / 支持快充...,¥ 19 直降
ZMI苹果编织线,MFi认证 / 磁吸配件 / 适用于苹...,¥ 49 直降
小米TYPE-C快速充电数据线,正反插拔 ，1200mm线长， 支持...,¥ 16 直降
小米USB-C数据线 编织线版,高强度纤维编织线体 / 一体化接...,¥ 19.9
ZMI USB-C 光环编织数据线,耐磨编织线 / 夜视光环 / 磁吸...,¥ 29 直降
小米自拍杆（线控版）,采用3.5mm音频线控制，无需连接...,¥ 49
小米蓝牙自拍杆,一键拍照 / 支架270°旋转 / 一...,¥ 79
小米支架式自拍杆,360°可旋转手机支架 / 独立式蓝...,¥ 89
米家小相机自拍杆,独立式蓝牙遥控器，集自拍杆、...,¥ 89
SanDisk 16GB存储卡（98MB/s）,读取速度高达98MB/s，全面兼容...,¥ 54 直降
SanDisk 32GB存储卡（100MB/s）,传输速度高达100MB/s，可用于拍...,¥ 129
黑鲨游戏手柄,轻薄携带 轻松拆卸 ／ 两个按键...,¥ 179
小米运动蓝牙耳机,IPX生活级防水，7小时播放，防...,¥ 129 直降
